Nome,Descrizione,Scadenza,Disponibile Da...A,Pezzi per cartone,Formati,codice EAN,"VALORI NUTRIZIONALI MEDI 
per 100 g di prodotto:",umidità,allergeni,MARCHI,Categoria
"Caramelle Miele Agrumi e
Propoli","Un’esplosione di gusto e protezione: le Caramelle Miele, Agrumi e Propoli combinano la dolcezza avvolgente del nostro miele con la vivacità degli agrumi e le proprietà antibatteriche della propoli. 
Il risultato è una caramella dal sapore fresco e intenso, perfetta per chi cerca un piccolo aiuto naturale per la gola e una sferzata di energia. Ideali per affrontare i cambi di stagione con gusto e benessere.",da 12 a 18 mesi,,15,80g,8058301310849,"Energia 1640KJ-386Kcal -
Grassi 0g -Carboidrati 96,4g
di cui zuccheri 72,7g - Fibre 0g 
-Proteine 0,1g -Sale 0g",/,/,/,"Prodotti 
dell'Alveare"
"Caramelle Miele Menta e 
Propoli","Freschezza e protezione in un’unica caramella: le Caramelle Miele, Menta e Propoli combinano il nostro miele artigianale con l’azione balsamica della menta e il potere naturale della propoli. 
Una soluzione perfetta per chi desidera un sollievo immediato per la gola e una piacevole sensazione di freschezza. Ideali nei periodi più freddi o per chi ama i sapori intensi e rigeneranti.",da 12 a 18 mesi,,15,80g,8058301310849,"Energia 1641KJ-386Kcal -
Grassi 0g -Carboidrati 96,5g
di cui zuccheri 72,1g - Fibre 0g 
-Proteine 0,1g -Sale 0g",/,/,/,"Prodotti 
dell'Alveare"
"Caramelle Miele Pino e
Propoli","Un respiro profondo nella natura: le Caramelle Miele, Pino e Propoli sono un vero toccasana per la gola e le vie respiratorie. Il nostro miele artigianale si 
unisce alle note fresche e resinose del pino e alle proprietà antibatteriche della propoli, creando una caramella dal gusto deciso e rigenerante. 
Perfette per donare sollievo alla gola irritata e favorire una respirazione più libera, grazie all’azione balsamica e purificante del pino.",da 12 a 18 mesi,,15,80g,8058301310849,"Energia 1641KJ-386Kcal -
Grassi 0g -Carboidrati 96,5g
di cui zuccheri 72,1g - Fibre 0g 
-Proteine 0,1g -Sale 0g",/,/,/,"Prodotti 
dell'Alveare"
Caramelle alla Propoli,"Purezza e protezione in ogni caramella: le Caramelle Drops alla Propoli sono pensate per chi desidera il massimo beneficio dalla propoli, 
un ingrediente naturale noto per le sue proprietà antibatteriche e lenitive. Il loro sapore deciso e intenso avvolge il palato, donando sollievo immediato alla gola e proteggendola dagli agenti esterni. 
Un piccolo gesto quotidiano per prendersi cura del proprio benessere in modo naturale.",da 12 a 18 mesi,,15,80g,8058301310849,"Energia 1670KJ-393Kcal -
Grassi 0g -Carboidrati 98g
di cui zuccheri 68g - Fibre 0g 
-Proteine 0,1g -Sale 0g",/,/,/,"Prodotti 
dell'Alveare"
Tisana Depurativa ,"La Tisana Depurativa è una miscela armoniosa di erbe officinali, selezionate per supportare il naturale processo di depurazione dell’organismo. Ideale per chi desidera eliminare le tossine e sentirsi più leggero, questa tisana è un vero alleato del benessere quotidiano.Grazie alla combinazione di ingredienti dalle proprietà drenanti e detossinanti, aiuta il fegato e i reni a svolgere la loro funzione in modo naturale, favorendo l’eliminazione delle impurità accumulate. Il suo gusto delicato ed equilibrato la rende perfetta da sorseggiare in qualsiasi momento della giornata, per una pausa rigenerante che sostiene l’equilibrio del corpo.
(ING: semi di finocchio, radice di liquirizia, mela, scorza d'arancia, camomilla, tiglio, melissa, mate, cumino, cartamo, menta, lemon gras)",,,12,70g ,8058301311013,/,/,/,/,"Tisane e 
Infusi"
Tisana Riposante ,"La Tisana Riposante è una miscela di erbe selezionate con cura racchiude il meglio della natura per aiutarti a rilassarti e favorire un riposo profondo e rigenerante.
Le note delicate e avvolgenti di questa tisana accompagnano il corpo e la mente in un rituale serale rilassante, perfetto per prepararsi a una notte tranquilla. 
Ideale dopo cena o prima di dormire, aiuta a distendere i sensi e a ritrovare l’equilibrio interiore, grazie alle proprietà calmanti delle erbe officinali utilizzate. (ING:
Che tu voglia chiudere la giornata con un momento di pace o semplicemente rilassarti dopo una giornata intensa, la Tisana Riposante è la scelta perfetta per coccolarti 
con il meglio che la natura ha da offrire. 
Per produrre questa tisana abbiamo selezionato le migliori spezie provenienti  da tutto il mondo. (ING:Rosabos, cumino, semi di anice semi di finocchio, foglie di melissa, petali di girasole)",da 12 a 18 mesi,,12,80g,,/,/,/,/,"Tisane e 
Infusi"
Tisana Drenante ,"La Tisana Drenante è una miscela armoniosa di erbe officinali, selezionate con cura per favorire il naturale drenaggio dei liquidi e aiutare l’organismo a ritrovare il suo equilibrio. Perfetta per chi desidera sentirsi più leggero, questa tisana combina ingredienti dalle proprietà depurative e rinfrescanti, offrendo un’esperienza di gusto piacevole e benefica.Il suo sapore delicato e naturale avvolge il palato, mentre i suoi principi attivi lavorano per sostenere la funzionalità renale e favorire l’eliminazione delle tossine. Ogni sorso è un piccolo gesto di benessere quotidiano, perfetto per accompagnare uno stile di vita sano ed equilibrato.
Per produrre questa tisana abbiamo selezionato le migliori spezie provenienti  da tutto il mondo. (ING:  Tè verde sencha pezzi di cannella, rosa canina, foglie ortica, fiori di camomilla, radice di liquirizia, bacche di ginepro)",da 12 a 18 mesi,,12,70g,8058301311020,/,/,/,/,"Tisane e 
Infusi"
Tisana Digestiva ,"La Tisana Digestiva è la scelta ideale per prendersi cura della propria digestione in modo naturale. Grazie alla combinazione di erbe officinali selezionate, note per le loro proprietà digestive e calmanti, 
questa tisana aiuta a ridurre il senso di pesantezza e favorisce un naturale equilibrio gastrointestinale.Il suo gusto delicato e aromatico la rende perfetta da sorseggiare dopo i pasti, trasformando un 
semplice momento di relax in un gesto di benessere. Le sue note fresche e avvolgenti aiutano a distendere lo stomaco e a favorire una digestione serena, senza appesantire.
Per produrre questa tisana abbiamo selezionato le migliori spezie provenienti  da tutto il mondo. (ING:ibiscus, të verde scorza d'arancia, semi finocchio, semi d'anice, cannella. radice di liquirizia)",da 12 a 18 mesi,,12,90g,8058301311037,/,/,/,/,"Tisane e 
Infusi"
Infuso del Benessere ,"Rigenera il corpo e ristora la mente con il nostro Infuso del Benessere, una miscela unica di erbe e fiori selezionati con cura per offrire un’esperienza di gusto avvolgente e rilassante. 
Ogni sorso è un invito a prendersi una pausa, ritrovare l’armonia interiore e lasciare andare le tensioni della giornata.Grazie alle proprietà naturali delle erbe officinali, questo infuso aiuta a riequilibrare l’organismo, 
favorendo un senso di leggerezza e serenità. Il suo sapore delicato e aromatico lo rende perfetto in qualsiasi momento della giornata, per accompagnare il risveglio con dolcezza o 
concludere la serata con una coccola naturale.
Per produrre questo infuso abbiamo selezionato le migliori spezie provenienti  da tutto il mondo. (ING:pezzi di mela, fiocchi di carota, scaglie dazances fum d'azane concentrato, amido di mais), foglie eucalipto, rosa canina, fiori itisco Tronnue granulate (sciroppo glucosio, succo limone concentrato, albicocche cherats, amado di patate addensante alginato di sodio), aromi naturalı fiori di calendula)",da 12 a 18 mesi,,12,90g,,/,/,/,/,"Tisane e 
Infusi"
Infuso Millevirtù dei Canossa,"l’Infuso Millevirtù dei Canossa è una miscela preziosa di erbe officinali e spezie accuratamente selezionate per donare benessere e armonia a corpo e mente. 
Ispirato alle antiche ricette della nostra terra, questo infuso sprigiona un aroma avvolgente e un gusto speziato, perfetto per ogni momento della giornata. 
Grazie alla combinazione di ingredienti dalle proprietà depurative, digestive e rilassanti, l’Infuso Millevirtù aiuta l’organismo a ritrovare il suo naturale equilibrio, 
favorendo una sensazione di relax.
Per produrre questo infuso abbiamo selezionato le migliori spezie provenienti  da tutto il mondo. (ING: Thisco, rosa canina, scorza d'arancia, petali di rosa. mandorle, chiodi di garofano, aromu, vaniglia, cardamomo)",da 12 a 18 mesi,,12,85g,,/,/,/,/,"Tisane e 
Infusi"
Infuso Frutti di Bosco,"L'Infuso Frutti di Bosco è una miscela naturale e delicata di bacche selvatiche, raccolte a mano.
Questa bevanda, ricca di note fruttate, offre un'esperienza unica di freschezza e vitalità, ideale per ogni momento della giornata. Le proprietà antiossidanti e rinfrescanti dei frutti di bosco 
aiutano a stimolare il benessere, favorendo una sensazione di leggerezza e energia. Perfetto per chi desidera un infuso naturale che racchiude la purezza e la bontà della natura selvaggia.
Per produrre questo infuso abbiamo selezionato le migliori spezie provenienti  da tutto il mondo. (ING:uvetta di corinto, ibisco, rosa canina, mela, ribes, mirtillo bacche (mirtillo, zucchero, olio di semi d'uva, E330, E202, anidride solforosa), aromi naturali)
",da 12 a 18 mesi,,12,100g,,/,/,/,/,"Tisane e 
Infusi"
Infuso Ciliegie e Mirtillo ,"L'infuso Ciliegie e Mirtillo è un’armoniosa miscela di frutti e ingredienti naturali, studiata per offrire un momento di puro piacere e benessere. La dolcezza avvolgente della ciliegia si unisce alle note 
leggermente acidule del mirtillo, creando un equilibrio perfetto tra gusto e proprietà benefiche. Ricca di antiossidanti e sostanze preziose per il benessere dell’organismo, questa tisana contribuisce a sostenere la 
circolazione e a contrastare lo stress ossidativo. Ogni sorso è un’esperienza di gusto intensa e appagante, ideale per concedersi una pausa rigenerante in qualsiasi momento della giornata.
Per produrre questo infuso abbiamo selezionato le migliori spezie provenienti  da tutto il mondo. (ING:Uvetta di corinto, rosa canina, ibiscus, ribes nero, mela, ciliegie, bacche di mirtillo 2,6% (mirtilli, zucchero, olio di semi d'uva, E330, E202, anidride solforosa) aromi naturali)",da 12 a 18 mesi,,12,100g,8058301311082,/,/,/,/,"Tisane e 
Infusi"
Infuso Dolce Sonno,"L'Infuso Dolce Sonno è una miscela armoniosa di erbe officinali selezionate per favorire il rilassamento e un riposo rigenerante. Ispirato alle tradizioni erboristiche locali, questo infuso avvolge con il suo aroma delicato 
e un gusto equilibrato, ideale per concludere la giornata in serenità. Grazie alle proprietà calmanti di camomilla, lavanda e melissa, l'Infuso Dolce Sonno aiuta a distendere la mente e preparare il 
corpo a un sonno profondo e riposante, per risvegliarsi pieni di energia e vitalità. Perfetto per chi cerca un momento di tranquillità prima di dormire.Per produrre questo infuso abbiamo selezionato le migliori spezie provenienti  da tutto il mondo. (ING: Ibisco, rosa canina, mela, semi di finocchio, fiori di camomilla malva, melissa, aromi)",da 12 a 18 mesi,,12,60g,8058301311068,/,/,/,/,"Tisane e 
Infusi"
"Infuso Tiglio, Limone e
Rosa Canina ","L'Infuso Limone, Tiglio e Rosa Canina è una miscela fresca e delicata, pensata per favorire il benessere e il rilassamento. 
Il limone, con il suo aroma rinfrescante, si unisce al tiglio, noto per le sue proprietà calmanti, e alla rosa canina, ricca di vitamina C. Questa combinazione naturale aiuta a rinvigorire il corpo, 
favorire la digestione e donare un senso di leggerezza e freschezza. Perfetto per ogni momento della giornata, questo infuso è ideale per chi cerca una pausa rigenerante e naturalmente benefica.Per produrre questo infuso abbiamo selezionato le migliori spezie provenienti  da tutto il mondo. (ING:Karkade, rosa canina, scorza d'arancia, scorza di limone, foglie di tiglio, aromi naturali)",da 12 a 18 mesi,,12,80g,8058301311112,/,/,/,/,"Tisane e 
Infusi"
Infuso Piccoli frutti,"L'Infuso Piccoli Frutti è una miscela fruttata e rinfrescante, preparata con bacche selvatiche di mirtillo, lampone e more.
La combinazione di questi frutti ricchi di vitamine e antiossidanti crea un infuso dal sapore dolce e avvolgente, perfetto per ogni momento della giornata. 
Grazie alle proprietà tonificanti e depurative, questo infuso aiuta a stimolare il benessere e a favorire una sensazione di freschezza e leggerezza. 
Ideale per chi cerca una bevanda naturale e gustosa, che porta con sé la bontà della natura.Per produrre questo infuso abbiamo selezionato le migliori spezie provenienti  da tutto il mondo. (ING: Fiori ibisco, uvetta, sambuco, ribes rosso, mirtillo, aromi naturali)",da 12 a 18 mesi,,12,100g ,8058301311099,/,/,/,/,"Tisane e 
Infusi"
"Infuso Mela, Cannella e 
Rosa Canina","L'Infuso Mela, Cannella e Rosa Canina è una miscela avvolgente e confortante, che unisce la dolcezza della mela, il calore della cannella e i benefici della rosa canina. 
La combinazione di questi ingredienti naturali crea un infuso dal sapore armonioso e ricco, ideale per riscaldare il corpo e la mente in ogni stagione. Grazie alle proprietà antiossidanti della rosa canina 
e al potere rilassante della cannella, questo infuso aiuta a favorire il benessere e a regalare una sensazione di serenità e vitalità. Perfetto per un momento di tranquillità e piacere, ogni tazza è un abbraccio di natura. (ING: Ibisco, rosa canina, scorsa d'arancia, mela, sromi, cannella)

Per produrre questo infuso abbiamo selezionato le migliori spezie provenienti  da tutto il mondo.",da 12 a 18 mesi,,12,75g,8058301311143,/,/,/,/,"Tisane e 
Infusi"
Infuso Zenzero e limone ,"L'Infuso Zenzero e Limone è una miscela vivace e rinvigorente, che unisce il fresco sapore del limone alla forza e al calore dello zenzero. 
Questo infuso stimolante è perfetto per chi cerca una bevanda naturale capace di donare energia e freschezza, con note rinfrescanti e un tocco speziato. Le proprietà digestive e depurative dello 
zenzero si combinano con la vitamina C del limone, favorendo il benessere e la vitalità. Ideale per ogni momento della giornata, per un tocco di freschezza che risveglia i sensi e rigenera il corpo. Per produrre questo infuso abbiamo selezionato le migliori spezie provenienti  da tutto il mondo.(ING:mela a pezzetti, soorze di limone, senzers rianma, zenzero in polvere)",da 12 a 18 mesi,,12,90g,8058301311136,/,/,/,/,"Tisane e 
Infusi"
"Infuso Sambuco, Mora e Fragola ","L'Infuso Sambuco, Mora e Fragola è una miscela dolce e fruttata che unisce il sapore delicato del sambuco alla freschezza della mora e della fragola. 
Questo infuso naturale è perfetto per chi cerca un momento di piacere, con un gusto fresco e avvolgente che richiama i frutti selvatici raccolti nei boschi. Le proprietà antiossidanti del sambuco e 
della mora, unite alle vitamine della fragola, offrono un’infusione che stimola il benessere e dona una sensazione di freschezza e leggerezza. Ideale per ogni occasione, questo infuso è un vero abbraccio della natura. Per produrre questo infuso abbiamo selezionato le migliori spezie provenienti  da tutto il mondo. (ING: Fiori ibisco, pezzi di mela, sambuco selvatico, aromi, mora, pezzi di fragola)",da 12 a 18 mesi,,12,85g,8058301311105,/,/,/,/,"Tisane e 
Infusi"
Aglio Bianco,"L’Aglio Bianco è una delle varietà più antiche e pregiate, apprezzata per il suo aroma delicato e la lunga conservabilità.Bulbi di grandi dimensioni, tuniche esterne
bianche e lucenti, spicchi regolari e compatti. Ha un gusto intenso e persistente, con una leggera nota piccante che si attenua in cottura, rilasciando un profumo
 avvolgente e aromatico. Gli spicchi sono sodi e carnosi, ideali per essere schiacciati o affettati. Grazie alla sua bassa percentuale di umidità, si conserva a lungo 
senza perdere aroma e proprietà nutritive. L’Aglio Bianco è un potente alleato del benessere. Grazie all’allicina, un composto solforato dalle proprietà antibatteriche 
e antiossidanti, contribuisce a: Migliorare la circolazione sanguigna, rafforzare il sistema immunitario, favorire la digestione e il benessere intestinale, contrastare i 
radicali liberi e l’invecchiamento cellulare.",,metà Giugno a fine Dicembre,/,sfrusa o casse da 10kg,/,/,/,/,"prodotto di
montagna","Prodotti Freschi
e Stagionali"
Aglio Viola ,"L’Aglio Viola si distingue per il suo sapore più deciso e la consistenza morbida dei suoi spicchi. Questa varietà è particolarmente apprezzata per la sua eleganza 
aromatica e la versatilità in cucina. I suoi bulbi sono di medie dimensioni, con tuniche esterne caratterizzate da striature violacee e spicchi più piccoli rispetto 
all’Aglio Bianco.I suoi spicchi teneri e facili da sbucciare,sono perfetti per essere utilizzati interi o tritati. Ha una buona conservabilità se conservato in un luogo asciutto 
e ben ventilato. L’Aglio Viola è ricco di proprietà benefiche, tra cui: Effetto antinfiammatorio e antibatterico, azione depurativa per il fegato e l’apparato digerente, capacità 
di regolare la pressione sanguigna e il colesterolo, effetti positivi sul metabolismo e il sistema immunitario.",,metà Giugno a fine Dicembre,/,sfusa o casse da 10 Kg,/,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
Scalogno,"Coltivate dalla nostra azienda nell’Appennino Reggiano, Lo scalogno è apprezzato per il suo equilibrio tra delicatezza e intensità aromatica.Ogni bulbo è raccolto a mano 
e lasciato essiccare naturalmente, preservando intatti i suoi profumi, sapori e straordinari benefici nutrizionali. I suoi bulbi sono allungati e affusolati, con tuniche che 
variano dal rame dorato al viola intenso, a seconda della varietà. Ha spicchi più piccoli rispetto alla cipolla, ma dalla consistenza più soda e compatta, è anche più delicato 
e raffinato rispetto alla cipolla, con una nota leggermente dolce e un retrogusto aromatico che ricorda vagamente l’aglio, ma senza la sua intensità. Lo scalogno non è solo
un ingrediente di grande valore gastronomico, ma anche un concentrato di proprietà benefiche per l’organismo: Ricco di antiossidanti, aiuta a contrastare i radicali liberi e 
l’invecchiamento cellulare, favorisce la digestione, grazie alla sua composizione delicata e alla presenza di fibre, alleato del cuore, contribuisce a regolare la pressione 
sanguigna e a ridurre il colesterolo, effetto antibatterico e depurativo, grazie ai composti solforati simili a quelli dell’aglio. ",,Agosto a Marzo,/,"vaschetta/
cassa da 12 vaschette ",/,/,/,/,"prodotto di
montagna","Prodotti Freschi
e Stagionali"
Cipolla dell'Amorotto,"Coltivate dalla nostra azienda nell’Appennino Reggiano, La Cipolla dell’Amorotto Rossa Dolce è l'eco tipo più antico che custodiamo. I suoi bulbi grandi e rotondi, 
dalle forme armoniose, sono avvolti da una tunica sottile e luminosa, che varia dal rosso rubino al porpora intenso, con venature iridescenti che sembrano dipinte
 a mano dalla natura. All’interno, la polpa si svela con strati sodi e succosi, attraversati da sfumature che vanno dal bianco perlato al rosa tenue. Il suo profumo è 
delicatamente aromatico, mai pungente, segno della sua inconfondibile dolcezza. Il suo sapore si sprigiona con una dolcezza naturale e vellutata, priva dell’aggressività 
tipica delle cipolle più comuni. Quando viene cotta, la sua consistenza si trasforma in una crema irresistibile, sprigionando note caramellate e avvolgenti, perfette per 
esaltare ogni piatto con un tocco di raffinatezza.",,metà Giugno a Novembre ,/,sfusa o casse da 10 Kg,/,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
Cipolla Dorata,"Coltivate dalla nostra azienda nell’Appennino Reggiano, La Cipolla Dorata è un piccolo capolavoro visivo e tattile. I suoi bulbi tondi e armoniosi sono avvolti da una 
tunica sottile e vellutata, dalle sfumature dorate che ricordano i campi maturi in estate. All’interno, gli strati si svelano compatti e perfettamente intrecciati, con una polpa 
carnosa e croccante. Quando la si taglia, sprigiona un profumo dolce e leggermente erbaceo, preludio di un sapore che si adatta a ogni piatto, donando profondità e 
armonia senza mai sovrastare gli altri ingredienti. Il gusto della Cipolla Dorata è un perfetto equilibrio tra dolcezza e carattere. è l’ingrediente imprescindibile nella cucina 
tradizionale e gourmet.",,metà Luglio a Febbraio,/,sfusa o casse da 10 Kg,/,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
Pomodoro da Conserva,"Coltivati dalla nostra azienda nell’Appennino Reggiano,Il pomodoro da conserva è lasciato maturare lentamente sulla pianta, raccogliamo i nostri pomodori nel momento
 perfetto, quando la polpa è soda, il colore è intenso e il sapore è pieno e concentrato. Selezioniamo a mano ogni frutto, scegliendo solo quelli più carnosi e profumati, per
 offrire un prodotto che conserva tutto l’aroma dell’estate e la purezza delle cose fatte con amore.All’interno, la polpa è densa e compatta,perfetta per ottenere salse vellutate
 e saporite. Il loro profumo è intenso.
",,Luglio a metà Settembre ,/,sfusa o casse da 10 Kg,/,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
Pomodoro Insalataro Cuor di Bue ,"Coltivati dalla nostra azienda nell’Appennino Reggiano,I Pomodori Cuor di Bue sono noti per la loro forma caratteristica, che ricorda il cuore di un bue, con una base larga
e una punta leggermente allungata. Maturano lentamente sotto il sole caldo, acquisendo un colore rosso intenso e brillante che, al tatto, rivela una consistenza carnosa, 
ma allo stesso tempo incredibilmente morbida e succosa. Ogni pomodoro è scelto a mano per garantire solo la qualità migliore e il sapore più autentico. Il gusto è dolce 
e ricco, con una leggera acidità che lo rende perfetto per un ampio spettro di preparazioni. Aroma intenso e fragrante, che sprigiona freschezza e note erbacee, ideale per 
arricchire qualsiasi piatto senza coprire gli altri sapori. ",,Luglio a metà Settembre ,/,sfusa o casse da 5 Kg,/,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
"Pomodoro Datterini Rossi, Gialli, 
Ciliegini neri","Coltivati dalla nostra azienda nell’Appennino Reggiano, I Pomodori Datterini Rossi,Gialli e Ciliegini neri, sono un vero tripudio di consistenze, colori e sapori, perfetti per
chi cerca un'esperienza unica. I rossi, dal sapore ricco e avvolgente, si uniscono alla dolcezza dei gialli, che brillano per la loro assenza di acidità. E non dimentichiamo i 
ciliegini neri, con il loro gusto intenso e deciso. In estate, questi pomodori rappresentano l’eccellenza del nostro campo, pronti a deliziare il tuo palato!",,Luglio a metà Settembre ,/,vaschette da 500g,8058301311198,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
Patate Gialle,"Coltivate dalla nostra azienda nell’Appennino Reggiano,Le Patate Gialle sono il frutto di una coltivazione naturale, che preserva tutto il sapore genuino della terra. 
Caratterizzate da una polpa cremosa e dorata, queste patate offrono una consistenza morbida e vellutata, ideale per essere bollite, arrostite o trasformate in purè. Il loro 
sapore delicato e dolce, unito alla buccia sottile e ricca di nutrienti, le rende perfette per una varietà di piatti. Perfette come contorno o ingrediente principale, le Patate 
Gialle sono un prodotto versatile e di qualità superiore, che porta in tavola il gusto autentico della tradizione agricola. Coltivate con metodi naturali e senza l’uso di sostanze 
chimiche.Le patate di montagna hanno davvero una caratteristica unica! Sono più saporite e asciutte proprio perché non vengono irrigate. Questo metodo di coltivazione 
permette loro di sviluppare un gusto intenso e una consistenza che le rende speciali.",,Luglio a Dicembre ,/,sfusa o cassa da 10 Kg,/,/,/,/,"prodotto di
montagna","Prodotti Freschi
e Stagionali"
Patate Rosse a pasta Gialla,"Coltivate dalla nostra azienda nell’Appennino Reggiano,Le Patate Rosse a Pasta Gialla sono un connubio perfetto di bellezza e sapore. La loro buccia rossa e liscia avvolge 
una polpa gialla e cremosa, che, al momento della cottura, sprigiona un sapore ricco e delicato. La consistenza farinosa della polpa le rende particolarmente adatte per 
preparazioni che richiedono una patata che mantenga la sua forma, come arrosti, gnocchi o purè. Il contrasto tra l'esterno ruvido e rosso e l'interno dorato e morbido le rende 
non solo un piacere per il palato, ma anche un ingrediente visivamente affascinante. Coltivate con metodi naturali e senza l’uso di sostanze chimiche, queste patate sono un 
simbolo della genuinità e della tradizione agricola. Il loro sapore dolce e leggermente terroso le rende un'aggiunta perfetta a qualsiasi piatto, portando sulla tua tavola tutta la 
qualità e il rispetto per la natura.Le patate di montagna hanno davvero una caratteristica unica! Sono più saporite e asciutte proprio perché non vengono irrigate. Questo metodo 
di coltivazione permette loro di sviluppare un gusto intenso e una consistenza che le rende speciali.",,Luglio a Dicembre ,/,sfusa o cassa da 10 kg ,/,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
Patate Viola/Blu,"Coltivate dalla nostra azienda nell’Appennino Reggiano,Le Patate Viola sono un vero gioiello della natura, con la loro buccia e polpa viola, che catturano subito l’attenzione. 
Il loro colore intenso e vibrante non è solo estetico, ma è indice di un alto contenuto di antiossidanti, che donano un sapore ricco, terroso e dolce.La polpa cremosa e la 
consistenza morbida le rendono perfette per una varietà di preparazioni, dai purè cremosi alle chips croccanti, passando per gnocchi colorati e contorni unici. Il loro sapore 
sorprende per la sua delicatezza e al contempo intensità, adattandosi perfettamente a piatti sia semplici che gourmet. Portano sulla tua tavola non solo un tocco di colore, 
ma anche la garanzia di un prodotto sano, nutriente e autentico.Coltivate con metodi naturali e senza l’uso di sostanze chimiche. Le patate di montagna hanno davvero una 
caratteristica unica! Sono più saporite e asciutte proprio perché non vengono irrigate. Questo metodo di coltivazione permette loro di sviluppare un gusto intenso e una 
consistenza che le rende speciali.",,Luglio a Dicembre ,/,sfusa o cassa da 10 Kg,/,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
Zucca Violina,"Coltivata dalla nostra azienda nell’Appennino Reggiano, La Zucca Violina è un autentico capolavoro della natura, con la sua caratteristica forma allungata e slanciata, 
che ricorda un violino, e la sua buccia sottile e di colore arancio. Quando tagliata, la sua polpa compatta e vellutata rivela una dolcezza naturale che la rende ideale per
una varietà di preparazioni. Versatile e nutriente, la Zucca Violina è un alimento ricco di vitamine e minerali. Coltivata con metodi naturali e rispettosi dell’ambiente.",,Agosto a Febbraio,/,"sfusa o bins da 
200Kg/ 450Kg",/,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
Zucchette Ornamentali,"Coltivate dalla nostra azienda nell’Appennino Reggiano, Le Zucchette Ornamentali sono piccole meraviglie della natura, ideali per decorare e arricchire ogni spazio con 
il loro colore vivace e la forma originale. Disponibili in veramente tantissimi colori e forme. Perfette per composizioni autunnali, come centrotavola o decorazioni per giardini 
e terrazzi, le Zucchette Ornamentali sono anche ottime per creare un’atmosfera calda e accogliente durante le festività. Sebbene non siano adatte al consumo, il loro gusto 
estetico le rendono ideali per portare un tocco di natura e originalità in ogni ambiente.",,Agosto a Febbraio,/,sfusa o in cassa da 20,/,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
Noci,"Coltivate dalla nostra azienda nell’Appennino Reggiano,Le Noci vengono raccolte sotto le piante seminate nei nostri campi. Raccolte a mano, quando sono al culmine 
della maturazione. Ottime per essere gustate così come sono ma anche perfette per arricchire piatti dolci e salati: da insalate fresche, a torte, a piatti di carne e verdure. 
Ricche di omega-3, vitamine e minerali, sono un'ottima scelta per chi cerca un alleato nutriente per la propria salute, senza rinunciare al gusto.",,"tutto l'anno salvo 
esaurimento scorte",/,"sfusa,
 retine da 500g",/,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
Nocciole,"Coltivate dalla nostra azienda nell’Appennino Reggiano, Le nocciole si distinguono per il loro guscio sottile e la consistenza croccante e delicata. Ricche di grassi buoni,
 vitamine e minerali, le Nocciole sono un ingrediente versatile in cucina, perfette per essere consumate come snack o per arricchire dolci, cioccolatini, creme spalmabili 
e piatti salati. Sono il risultato di un impegno verso la qualità e la sostenibilità, portando sulla tua tavola un prodotto genuino, ricco di sapore e nutrizione. Un piccolo grande
frutto che racconta la passione per il nostro territorio.",,"tutto l'anno salvo 
esaurimento scorte",/,"sfusa, o
 retine da 500g",8058301311204,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
Marroni,"Coltivati dalla nostra azienda nell’Appennino Reggiano,I Marroni di Marola sono un’autentica prelibatezza autunnale, raccolti con cura e passione nei nostri castagneti. 
Caratterizzati da un guscio lucido e sottile, che racchiude al suo interno una polpa compatta, dolce e delicatamente farinosa, i nostri marroni si distinguono per il loro 
sapore intenso e avvolgente, perfetto per essere gustato da solo o trasformato in piatti prelibati.Ottimi per essere arrostiti al fuoco o bolliti, sono anche l'ingrediente ideale 
per preparazioni dolci come torte, marmellate e creme spalmabili, ma anche per piatti salati, come ripieni o salse.",,Ottobre a Dicembre,/,sfusa,8058301311211,/,/,/,"prodotto di 
montagna","Prodotti Freschi
e Stagionali"
Funghi,"I Funghi Freschi sono raccolti con cura da esperti fungaioli nei boschi dell'Appennino. Grazie alla nostra collaborazione con raccoglitori locali, selezioniamo solo i funghi 
più freschi e pregiati, che crescono in un ambiente ricco di biodiversità. Tra le varietà che proponiamo, troverai porcini e finferli. Perfetti per piatti ricchi e saporiti, come 
risotti, sughi, zuppe o grigliate, i nostri funghi offrono un’esplosione di gusto che arricchisce ogni preparazione culinaria. Tutti i nostri funghi sono sottoposti a visita micologica.",,"Estate (determinate condizioni 
atmosferiche) fino ad Autunno",/,"sfusi o casse da 
3 Kg- 5 Kg",/,/,/,/,/,"Prodotti Freschi
e Stagionali"
